
date,ticker,close_price,volume
2012-05-18,FB,38.22999954223633,573576400
2012-05-21,FB,34.029998779296875,168192700
2012-05-22,FB,31.0,101786600
2012-05-23,FB,32.0,73600000
2012-05-24,FB,33.029998779296875,50237200
2012-05-25,FB,31.90999984741211,37149800
2012-05-29,FB,28.84000015258789,78063400
2012-05-30,FB,28.190000534057617,57267900
2012-05-31,FB,29.600000381469727,111639200
2012-06-01,FB,27.71999931335449,41855500
2012-06-04,FB,26.899999618530277,35230300
2012-06-05,FB,25.8700008392334,42473400
2012-06-06,FB,26.809999465942383,61489200
2012-06-07,FB,26.309999465942383,26159500
2012-06-08,FB,27.100000381469727,38034000
2012-06-11,FB,27.01000022888184,28219600
2012-06-12,FB,27.399999618530277,15816800
2012-06-13,FB,27.270000457763672,17102800
2012-06-14,FB,28.290000915527344,16855000
2012-06-15,FB,30.01000022888184,43563800
2012-06-18,FB,31.40999984741211,42978900
2012-06-19,FB,31.90999984741211,30849000
2012-06-20,FB,31.600000381469727,15553600
2012-06-21,FB,31.84000015258789,21875300
2012-06-22,FB,33.04999923706055,74834000
2012-06-25,FB,32.060001373291016,24352900
2012-06-26,FB,33.099998474121094,24858700
2012-06-27,FB,32.22999954223633,28568000
2012-06-28,FB,31.36000061035156,17713300
2012-06-29,FB,31.100000381469727,19526900
2012-07-02,FB,30.770000457763672,14122000
2012-07-03,FB,31.200000762939453,8763600
2012-07-05,FB,31.46999931335449,10032100
2012-07-06,FB,31.729999542236328,10945600
2012-07-09,FB,32.16999816894531,17785200
2012-07-10,FB,31.46999931335449,14269500
2012-07-11,FB,30.96999931335449,13030300
2012-07-12,FB,30.809999465942383,11300700
2012-07-13,FB,30.71999931335449,8108300
2012-07-16,FB,28.25,24672100
2012-07-17,FB,28.09000015258789,30438600
2012-07-18,FB,29.11000061035156,16841800
2012-07-19,FB,29.0,13685100
2012-07-20,FB,28.76000022888184,11869100
2012-07-23,FB,28.75,12390700
2012-07-24,FB,28.450000762939453,11539800
2012-07-25,FB,29.34000015258789,17230200
2012-07-26,FB,26.850000381469727,64597400
2012-07-27,FB,23.709999084472656,123102300
2012-07-30,FB,23.149999618530277,29285900
2012-07-31,FB,21.709999084472656,56179400
2012-08-01,FB,20.8799991607666,44604400
2012-08-02,FB,20.040000915527344,56374500
2012-08-03,FB,21.09000015258789,80647000
2012-08-06,FB,21.920000076293945,27778900
2012-08-07,FB,20.71999931335449,36782900
2012-08-08,FB,20.71999931335449,29537400
2012-08-09,FB,21.01000022888184,15610700
2012-08-10,FB,21.809999465942383,25794700
2012-08-13,FB,21.600000381469727,24973100
2012-08-14,FB,20.3799991607666,39308800
2012-08-15,FB,21.200000762939453,47861100
2012-08-16,FB,19.8700008392334,157565300
2012-08-17,FB,19.049999237060547,129293400
2012-08-20,FB,20.01000022888184,101186600
2012-08-21,FB,19.15999984741211,70640600
2012-08-22,FB,19.440000534057617,49892200
2012-08-23,FB,19.440000534057617,32813700
2012-08-24,FB,19.40999984741211,29622200
2012-08-27,FB,19.149999618530277,20704000
2012-08-28,FB,19.34000015258789,25417000
2012-08-29,FB,19.100000381469727,16124700
2012-08-30,FB,19.09000015258789,30647500
2012-08-31,FB,18.059999465942383,58764200
2012-09-04,FB,17.729999542236328,46622400
2012-09-05,FB,18.57999992370605,60781800
2012-09-06,FB,18.959999084472656,46066500
2012-09-07,FB,18.979999542236328,36371700
2012-09-10,FB,18.809999465942383,24797800
2012-09-11,FB,19.43000030517578,50508200
2012-09-12,FB,20.93000030517578,121584000
2012-09-13,FB,20.709999084472656,65041600
2012-09-14,FB,22.0,72819800
2012-09-17,FB,21.520000457763672,50667600
2012-09-18,FB,21.8700008392334,36760500
2012-09-19,FB,23.290000915527344,78782800
2012-09-20,FB,22.59000015258789,57248900
2012-09-21,FB,22.86000061035156,51218100
2012-09-24,FB,20.790000915527344,79106500
2012-09-25,FB,20.280000686645508,46291700
2012-09-26,FB,20.6200008392334,38271900
2012-09-27,FB,20.31999969482422,30215900
2012-09-28,FB,21.65999984741211,65486000
2012-10-01,FB,21.989999771118164,51262700
2012-10-02,FB,22.270000457763672,29341400
2012-10-03,FB,21.82999992370605,32000100
